build_bytes,  build_time_ms, checked_result, gpu_resident_bytes, i_key_range, i_key_size, i_log_build_size, i_log_key_range_factor, i_log_num_batches, i_log_probe_size, i_log_range_size, i_runs, i_sort_insert, i_sort_probe,       i_type, i_value_size,    probe_time_ms,  sort_time_ms
 6786154680, 172.1228019714,              1,         2357201840,    67108864,         64,               26,                      0,                 0,               27,                0,      5,             0,            0,    rtx_index,           32,   103.6973968506,  0.0000000000
 6786154680, 175.1217412949,              1,         2357201840,    67108864,         64,               26,                      0,                 0,               27,                0,      5,             0,            1,    rtx_index,           32,    27.7591999054, 47.9627143860
 6786154680, 171.9683331490,              1,         2357201840,    67108864,         64,               26,                      0,                 0,               27,                2,      5,             0,            0,    rtx_index,           32,   333.3210205078,  0.0000000000
 6786154680, 175.1577075005,              1,         2357201840,    67108864,         64,               26,                      0,                 0,               27,                2,      5,             0,            1,    rtx_index,           32,    67.7246978760, 47.9422271729
 6786154680, 172.5535540581,              1,         2357201840,    67108864,         64,               26,                      0,                 0,               27,                4,      5,             0,            0,    rtx_index,           32,   989.2837768555,  0.0000000000
 6786154680, 175.4575190544,              1,         2357201840,    67108864,         64,               26,                      0,                 0,               27,                4,      5,             0,            1,    rtx_index,           32,   220.2354370117, 47.9942527771
 6786154680, 172.3823839188,              1,         2357201840,    67108864,         64,               26,                      0,                 0,               27,                6,      5,             0,            0,    rtx_index,           32,  3484.5289550781,  0.0000000000
 6786154680, 175.6193269730,              1,         2357201840,    67108864,         64,               26,                      0,                 0,               27,                6,      5,             0,            1,    rtx_index,           32,   834.9466552734, 47.9086593628
 6786154680, 172.6646033287,              1,         2357201840,    67108864,         64,               26,                      0,                 0,               27,                8,      5,             0,            0,    rtx_index,           32, 13366.0363281250,  0.0000000000
 6786154680, 174.8455023766,              1,         2357201840,    67108864,         64,               26,                      0,                 0,               27,                8,      5,             0,            1,    rtx_index,           32,  3307.6296386719, 47.8955650330
 6786154680, 173.1334276199,              1,         2357201840,    67108864,         64,               26,                      0,                 0,               27,               10,      5,             0,            0,    rtx_index,           32, 52788.2648437500,  0.0000000000
 6786154680, 175.6636733055,              1,         2357201840,    67108864,         64,               26,                      0,                 0,               27,               10,      5,             0,            1,    rtx_index,           32, 13169.3138671875, 47.9490058899
 6958517168, 184.5936374664,              1,         2588281648,   268435456,         64,               26,                      2,                 0,               27,               10,      5,             0,            0,    rtx_index,           32, 14479.5187500000,  0.0000000000
 6958517168, 186.2759368896,              1,         2588281648,   268435456,         64,               26,                      2,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,  3346.9718750000, 47.8842880249
 7105835824, 188.1972127914,              1,         2735600304,  1073741824,         64,               26,                      4,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,  4915.7399414063,  0.0000000000
 7105835824, 189.6025947571,              1,         2735600304,  1073741824,         64,               26,                      4,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   872.9500000000, 48.0341758728
 7151354032, 189.7056329727,              1,         2781118512,  4294967296,         64,               26,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,  1930.7141357422,  0.0000000000
 7151354032, 191.5432432175,              1,         2781118512,  4294967296,         64,               26,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   303.1447570801, 48.8802299500
 7158397488, 189.5518285751,              1,         2788161968, 17179869184,         64,               26,                      8,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,   869.3864257812,  0.0000000000
 7158397488, 191.6413349152,              1,         2788161968, 17179869184,         64,               26,                      8,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   278.7211242676, 48.4962303162
 7157028400, 189.4919092178,              1,         2786792880, 68719476736,         64,               26,                     10,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,   440.3624206543,  0.0000000000
 7157028400, 193.3719766617,              1,         2786792880, 68719476736,         64,               26,                     10,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   203.4075836182, 48.4261825562
 3597332400,  93.2722381592,              1,         1412212656,  2147483648,         64,               25,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,  1849.4277832031,  0.0000000000
 3597332400,  95.1186754227,              1,         1412212656,  2147483648,         64,               25,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   236.7528961182, 48.0471046448
 1812027056,  47.3315454006,              1,          719465264,  1073741824,         64,               24,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,  1754.3184814453,  0.0000000000
 1812027056,  48.7146428585,              1,          719465264,  1073741824,         64,               24,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   232.6470672607, 47.8762756348
  903205552,  23.2833025932,              1,          356922800,   536870912,         64,               23,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,  1580.2783935547,  0.0000000000
  903205552,  24.0202692747,              1,          356922800,   536870912,         64,               23,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   232.2315399170, 47.9684608459
  450685616,  11.9547838211,              1,          177542320,   268435456,         64,               22,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,  1256.6538085938,  0.0000000000
  450685616,  12.4744254827,              1,          177542320,   268435456,         64,               22,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   228.7761291504, 48.3418121338
  227180336,   6.2251648188,              1,           90606640,   134217728,         64,               21,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,   924.2386352539,  0.0000000000
  227180336,   6.4565247536,              1,           90606640,   134217728,         64,               21,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   223.0743347168, 47.8892028809
  113938736,   3.2228096187,              1,           45649840,    67108864,         64,               20,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,   645.7865844727,  0.0000000000
