build_bytes,  build_time_ms, checked_result, gpu_resident_bytes, i_key_range, i_key_size, i_log_build_size, i_log_key_range_factor, i_log_num_batches, i_log_probe_size, i_log_range_size, i_runs, i_sort_insert, i_sort_probe,       i_type, i_value_size,    probe_time_ms,  sort_time_ms
 6786154680, 174.4525629044,              1,         2357201840,    67108864,         32,               26,                      0,                 0,               27,                0,      5,             0,            0,    rtx_index,           32,   102.7035125732,  0.0000000000
 6786154680, 175.3397645950,              1,         2357201840,    67108864,         32,               26,                      0,                 0,               27,                0,      5,             0,            1,    rtx_index,           32,    27.6912128448, 12.1710590363
 6786154680, 174.2301009178,              1,         2357201840,    67108864,         32,               26,                      0,                 0,               27,                2,      5,             0,            0,    rtx_index,           32,   332.4537475586,  0.0000000000
 6786154680, 175.8274411201,              1,         2357201840,    67108864,         32,               26,                      0,                 0,               27,                2,      5,             0,            1,    rtx_index,           32,    67.1383560181, 12.1681600571
 6786154680, 173.8981955528,              1,         2357201840,    67108864,         32,               26,                      0,                 0,               27,                4,      5,             0,            0,    rtx_index,           32,   990.0574218750,  0.0000000000
 6786154680, 175.2617810249,              1,         2357201840,    67108864,         32,               26,                      0,                 0,               27,                4,      5,             0,            1,    rtx_index,           32,   219.2862823486, 12.1665088654
 6786154680, 174.8797820091,              1,         2357201840,    67108864,         32,               26,                      0,                 0,               27,                6,      5,             0,            0,    rtx_index,           32,  3484.5345703125,  0.0000000000
 6786154680, 175.5245244980,              1,         2357201840,    67108864,         32,               26,                      0,                 0,               27,                6,      5,             0,            1,    rtx_index,           32,   832.6338623047, 12.2036224365
 6786154680, 174.1643200874,              1,         2357201840,    67108864,         32,               26,                      0,                 0,               27,                8,      5,             0,            0,    rtx_index,           32, 13367.0683593750,  0.0000000000
 6786154680, 175.1449106216,              1,         2357201840,    67108864,         32,               26,                      0,                 0,               27,                8,      5,             0,            1,    rtx_index,           32,  3299.4060546875, 12.1820928574
 6786154680, 175.0092094421,              1,         2357201840,    67108864,         32,               26,                      0,                 0,               27,               10,      5,             0,            0,    rtx_index,           32, 52795.5984375000,  0.0000000000
 6786154680, 175.6400330544,              1,         2357201840,    67108864,         32,               26,                      0,                 0,               27,               10,      5,             0,            1,    rtx_index,           32, 13178.4619140625, 12.1305088043
 6958517168, 185.3705190659,              1,         2588281648,   268435456,         32,               26,                      2,                 0,               27,               10,      5,             0,            0,    rtx_index,           32, 14483.0642578125,  0.0000000000
 6958517168, 185.9841065407,              1,         2588281648,   268435456,         32,               26,                      2,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,  3347.4897460938, 12.1751550674
 7105835824, 189.3458606720,              1,         2735600304,  1073741824,         32,               26,                      4,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,  4920.4178710938,  0.0000000000
 7105835824, 189.3179767609,              1,         2735600304,  1073741824,         32,               26,                      4,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   872.1068481445, 12.1585216522
 3597332400,  93.4478857994,              1,         1412212656,  2147483648,         32,               25,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,  1848.7910400391,  0.0000000000
 3597332400,  94.2316926003,              1,         1412212656,  2147483648,         32,               25,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   237.8127380371, 12.1368513107
 1812027056,  47.0065665722,              1,          719465264,  1073741824,         32,               24,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,  1755.3023193359,  0.0000000000
 1812027056,  48.3592118740,              1,          719465264,  1073741824,         32,               24,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   234.1563415527, 12.1083904266
  903205552,  23.3372030973,              1,          356922800,   536870912,         32,               23,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,  1580.7514160156,  0.0000000000
  903205552,  24.1306110144,              1,          356922800,   536870912,         32,               23,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   232.4443115234, 12.1599872589
  450685616,  11.8405375361,              1,          177542320,   268435456,         32,               22,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,  1256.0597167969,  0.0000000000
  450685616,  12.2879170179,              1,          177542320,   268435456,         32,               22,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   228.8345092773, 12.1458496094
  227180336,   6.1995777369,              1,           90606640,   134217728,         32,               21,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,   922.9355224609,  0.0000000000
  227180336,   6.4637951970,              1,           90606640,   134217728,         32,               21,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   222.1295593262, 12.2816383362
  113938736,   3.2017855853,              1,           45649840,    67108864,         32,               20,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,   645.4507446289,  0.0000000000
  113938736,   3.3278528154,              1,           45649840,    67108864,         32,               20,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   217.3116271973, 12.1300992966
   56681264,   1.6172863990,              1,           22534832,    33554432,         32,               19,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,   397.9486999512,  0.0000000000
   56681264,   1.7081792057,              1,           22534832,    33554432,         32,               19,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,   214.3408111572, 12.1890817642
 1350704639,   6.3126337111,              1,          536870912,    67108864,         32,               26,                      0,                 0,               27,                0,      5,             0,            0, sorted_array,           32,   290.8685974121,  0.0000000000
 1350704639,   6.4488000095,              1,          536870912,    67108864,         32,               26,                      0,                 0,               27,                0,      5,             0,            1, sorted_array,           32,    13.5622529984, 12.5704000473
 1350704639,   6.3604414999,              1,          536870912,    67108864,         32,               26,                      0,                 0,               27,                2,      5,             0,            0, sorted_array,           32,   449.8548278809,  0.0000000000
 1350704639,   6.4419777334,              1,          536870912,    67108864,         32,               26,                      0,                 0,               27,                2,      5,             0,            1, sorted_array,           32,    16.1966081619, 12.2011646271
 1350704639,   6.3445248306,              1,          536870912,    67108864,         32,               26,                      0,                 0,               27,                4,      5,             0,            0, sorted_array,           32,  1104.3500000000,  0.0000000000
 1350704639,   6.4573888540,              1,          536870912,    67108864,         32,               26,                      0,                 0,               27,                4,      5,             0,            1, sorted_array,           32,    17.9677185059, 12.1827327728
 1350704639,   6.3897151709,              1,          536870912,    67108864,         32,               26,                      0,                 0,               27,                6,      5,             0,            0, sorted_array,           32,  3655.5577636719,  0.0000000000
 1350704639,   6.4589375734,              1,          536870912,    67108864,         32,               26,                      0,                 0,               27,                6,      5,             0,            1, sorted_array,           32,    35.0421119690, 12.1769983292
 1350704639,   6.3418048680,              1,          536870912,    67108864,         32,               26,                      0,                 0,               27,                8,      5,             0,            0, sorted_array,           32, 13801.1945312500,  0.0000000000
 1350704639,   6.4668800414,              1,          536870912,    67108864,         32,               26,                      0,                 0,               27,                8,      5,             0,            1, sorted_array,           32,   115.1861190796, 12.1970687866
 1350704639,   6.3193919718,              1,          536870912,    67108864,         32,               26,                      0,                 0,               27,               10,      5,             0,            0, sorted_array,           32, 54382.2546875000,  0.0000000000
 1350704639,   6.3870720446,              1,          536870912,    67108864,         32,               26,                      0,                 0,               27,               10,      5,             0,            1, sorted_array,           32,   478.5034973145, 12.1368450165
 1350704639,   6.3701696694,              1,          536870912,   268435456,         32,               26,                      2,                 0,               27,               10,      5,             0,            0, sorted_array,           32, 13712.9560546875,  0.0000000000
 1350704639,   6.4390911460,              1,          536870912,   268435456,         32,               26,                      2,                 0,               27,               10,      5,             0,            1, sorted_array,           32,   112.1003448486, 12.1394750595
 1350704639,   6.3566975772,              1,          536870912,  1073741824,         32,               26,                      4,                 0,               27,               10,      5,             0,            0, sorted_array,           32,  3603.4869140625,  0.0000000000
 1350704639,   6.4882368088,              1,          536870912,  1073741824,         32,               26,                      4,                 0,               27,               10,      5,             0,            1, sorted_array,           32,    34.2435768127, 12.1814527512
  675355135,   3.0967615455,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               27,               10,      5,             0,            0, sorted_array,           32,  1042.6128173828,  0.0000000000
  675355135,   3.2903743953,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               27,               10,      5,             0,            1, sorted_array,           32,    15.5975681305, 12.2505023956
  337679871,   1.5891456008,              1,          134217728,  1073741824,         32,               24,                      6,                 0,               27,               10,      5,             0,            0, sorted_array,           32,  1000.3067016602,  0.0000000000
  337679871,   1.6789567873,              1,          134217728,  1073741824,         32,               24,                      6,                 0,               27,               10,      5,             0,            1, sorted_array,           32,    14.2028480530, 12.1569087982
  168842751,   0.8597439997,              1,           67108864,   536870912,         32,               23,                      6,                 0,               27,               10,      5,             0,            0, sorted_array,           32,   935.2302734375,  0.0000000000
  168842751,   0.8766464069,              1,           67108864,   536870912,         32,               23,                      6,                 0,               27,               10,      5,             0,            1, sorted_array,           32,    13.5415807724, 12.1679998398
   84424191,   0.4490751930,              1,           33554432,   268435456,         32,               22,                      6,                 0,               27,               10,      5,             0,            0, sorted_array,           32,   830.9911621094,  0.0000000000
