build_bytes,  build_time_ms, checked_result, gpu_resident_bytes, i_build_key_uniformity, i_configuration,   i_hit_rate, i_key_size, i_log_build_size, i_log_key_multiplicity, i_log_num_batches, i_log_probe_size, i_misses_are_outliers, i_probe_zipf_coefficient, i_runs, i_sort_insert, i_sort_probe,       i_type, i_value_size,  probe_time_ms,  sort_time_ms
     935423,   0.1091648005,              1,             393216,           1.0000000000,      build_size, 1.0000000000,         64,               15,                      0,                 0,               27,                     0,             0.0000000000,      5,             0,            0, sorted_array,           32,  11.8536384583,  0.0000000000
     935423,   0.1077760004,              1,             393216,           1.0000000000,      build_size, 1.0000000000,         64,               15,                      0,                 0,               27,                     0,             0.0000000000,      5,             0,            1, sorted_array,           32,   3.1635456085, 22.1216835022
     935423,   0.1096448012,              1,             393216,           1.0000000000,      build_size, 1.0000000000,         64,               15,                      0,                 0,               27,                     0,             0.0000000000,      5,             1,            0, sorted_array,           32,  11.8503103256,  0.0000000000
     935423,   0.1123328015,              1,             393216,           1.0000000000,      build_size, 1.0000000000,         64,               15,                      0,                 0,               27,                     0,             0.0000000000,      5,             1,            1, sorted_array,           32,   3.3748735428, 22.1214717865
    1862143,   0.1172160033,              1,             786432,           1.0000000000,      build_size, 1.0000000000,         64,               16,                      0,                 0,               27,                     0,             0.0000000000,      5,             0,            0, sorted_array,           32,  14.0177152634,  0.0000000000
    1862143,   0.1109248012,              1,             786432,           1.0000000000,      build_size, 1.0000000000,         64,               16,                      0,                 0,               27,                     0,             0.0000000000,      5,             0,            1, sorted_array,           32,   3.4187136173, 22.0946174622
    1862143,   0.1134848028,              1,             786432,           1.0000000000,      build_size, 1.0000000000,         64,               16,                      0,                 0,               27,                     0,             0.0000000000,      5,             1,            0, sorted_array,           32,  13.9694141388,  0.0000000000
    1862143,   0.1172736034,              1,             786432,           1.0000000000,      build_size, 1.0000000000,         64,               16,                      0,                 0,               27,                     0,             0.0000000000,      5,             1,            1, sorted_array,           32,   3.6085760117, 22.1210624695
    3714559,   0.1229183983,              1,            1572864,           1.0000000000,      build_size, 1.0000000000,         64,               17,                      0,                 0,               27,                     0,             0.0000000000,      5,             0,            0, sorted_array,           32,  16.4788227081,  0.0000000000
    3714559,   0.1215999972,              1,            1572864,           1.0000000000,      build_size, 1.0000000000,         64,               17,                      0,                 0,               27,                     0,             0.0000000000,      5,             0,            1, sorted_array,           32,   3.7868735790, 22.1427646637
    3714559,   0.1211455971,              1,            1572864,           1.0000000000,      build_size, 1.0000000000,         64,               17,                      0,                 0,               27,                     0,             0.0000000000,      5,             1,            0, sorted_array,           32,  16.4908676147,  0.0000000000
    3714559,   0.1221311979,              1,            1572864,           1.0000000000,      build_size, 1.0000000000,         64,               17,                      0,                 0,               27,                     0,             0.0000000000,      5,             1,            1, sorted_array,           32,   3.8740287304, 22.1204223633
    7419391,   0.1269119989,              1,            3145728,           1.0000000000,      build_size, 1.0000000000,         64,               18,                      0,                 0,               27,                     0,             0.0000000000,      5,             0,            0, sorted_array,           32,  17.3506492615,  0.0000000000
    7419391,   0.1277183991,              1,            3145728,           1.0000000000,      build_size, 1.0000000000,         64,               18,                      0,                 0,               27,                     0,             0.0000000000,      5,             0,            1, sorted_array,           32,   3.9052608013, 22.1634243011
    7419391,   0.1270015985,              1,            3145728,           1.0000000000,      build_size, 1.0000000000,         64,               18,                      0,                 0,               27,                     0,             0.0000000000,      5,             1,            0, sorted_array,           32,  17.0948417664,  0.0000000000
    7419391,   0.1277439993,              1,            3145728,           1.0000000000,      build_size, 1.0000000000,         64,               18,                      0,                 0,               27,                     0,             0.0000000000,      5,             1,            1, sorted_array,           32,   3.9487487793, 22.1423423767
   14829055,   0.1623871993,              1,            6291456,           1.0000000000,      build_size, 1.0000000000,         64,               19,                      0,                 0,               27,                     0,             0.0000000000,      5,             0,            0, sorted_array,           32,  20.2497730255,  0.0000000000
   14829055,   0.1631487977,              1,            6291456,           1.0000000000,      build_size, 1.0000000000,         64,               19,                      0,                 0,               27,                     0,             0.0000000000,      5,             0,            1, sorted_array,           32,   4.3253632545, 22.1468605042
   14829055,   0.1630720008,              1,            6291456,           1.0000000000,      build_size, 1.0000000000,         64,               19,                      0,                 0,               27,                     0,             0.0000000000,      5,             1,            0, sorted_array,           32,  20.2100929260,  0.0000000000
   14829055,   0.1622016001,              1,            6291456,           1.0000000000,      build_size, 1.0000000000,         64,               19,                      0,                 0,               27,                     0,             0.0000000000,      5,             1,            1, sorted_array,           32,   4.3700032234, 22.1525695801
   29649407,   0.2210111968,              1,           12582912,           1.0000000000,      build_size, 1.0000000000,         64,               20,                      0,                 0,               27,                     0,             0.0000000000,      5,             0,            0, sorted_array,           32,  22.2398139954,  0.0000000000
   29649407,   0.2219007991,              1,           12582912,           1.0000000000,      build_size, 1.0000000000,         64,               20,                      0,                 0,               27,                     0,             0.0000000000,      5,             0,            1, sorted_array,           32,   4.5907711983, 22.1855682373
   29649407,   0.2193791993,              1,           12582912,           1.0000000000,      build_size, 1.0000000000,         64,               20,                      0,                 0,               27,                     0,             0.0000000000,      5,             1,            0, sorted_array,           32,  22.2312450409,  0.0000000000
   29649407,   0.2214399967,              1,           12582912,           1.0000000000,      build_size, 1.0000000000,         64,               20,                      0,                 0,               27,                     0,             0.0000000000,      5,             1,            1, sorted_array,           32,   4.6157631874, 22.1884349823
   59289087,   0.3389503937,              1,           25165824,           1.0000000000,      build_size, 1.0000000000,         64,               21,                      0,                 0,               27,                     0,             0.0000000000,      5,             0,            0, sorted_array,           32,  23.9826244354,  0.0000000000
   59289087,   0.3398720004,              1,           25165824,           1.0000000000,      build_size, 1.0000000000,         64,               21,                      0,                 0,               27,                     0,             0.0000000000,      5,             0,            1, sorted_array,           32,   4.8383872032, 22.2246910095
   59289087,   0.3319296043,              1,           25165824,           1.0000000000,      build_size, 1.0000000000,         64,               21,                      0,                 0,               27,                     0,             0.0000000000,      5,             1,            0, sorted_array,           32,  23.4858303070,  0.0000000000
   59289087,   0.3399168018,              1,           25165824,           1.0000000000,      build_size, 1.0000000000,         64,               21,                      0,                 0,               27,                     0,             0.0000000000,      5,             1,            1, sorted_array,           32,   4.8635520935, 22.2240634918
