build_bytes,  build_time_ms, checked_result, gpu_resident_bytes, i_key_range, i_key_size, i_log_build_size, i_log_key_range_factor, i_log_num_batches, i_log_probe_size, i_log_range_size, i_runs, i_sort_insert, i_sort_probe,       i_type, i_value_size,    probe_time_ms,  sort_time_ms
 7157028400, 135.7324050903,              1,         2786792880, 68719476736,         64,               26,                     10,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,    39.9110015869, 42.6785156250
 3597332400,  65.9030528069,              1,         1412212656,  2147483648,         64,               25,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,  1388.9267578125,  0.0000000000
 3597332400,  67.7078908920,              1,         1412212656,  2147483648,         64,               25,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,    94.0904113770, 42.5266746521
 1812027056,  33.3712065458,              1,          719465264,  1073741824,         64,               24,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,  1238.1243408203,  0.0000000000
 1812027056,  34.4354626179,              1,          719465264,  1073741824,         64,               24,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,    92.6971466064, 42.2520835876
  903205552,  16.1360640526,              1,          356922800,   536870912,         64,               23,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,   988.1212646484,  0.0000000000
  903205552,  16.7394943118,              1,          356922800,   536870912,         64,               23,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,    90.4930999756, 42.0128448486
  450685616,   7.5674049318,              1,          177542320,   268435456,         64,               22,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,   568.6926879883,  0.0000000000
  450685616,   7.8407681406,              1,          177542320,   268435456,         64,               22,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,    90.2594192505, 41.9280578613
  227180336,   3.5542591542,              1,           90606640,   134217728,         64,               21,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,   166.9570495605,  0.0000000000
  227180336,   3.6540864378,              1,           90606640,   134217728,         64,               21,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,    88.5274291992, 41.9688636780
  113938736,   1.6313215882,              1,           45649840,    67108864,         64,               20,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,   127.1115081787,  0.0000000000
  113938736,   1.6821951732,              1,           45649840,    67108864,         64,               20,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,    85.0165435791, 41.9883010864
   56681264,   0.9086463936,              1,           22534832,    33554432,         64,               19,                      6,                 0,               27,               10,      5,             0,            0,    rtx_index,           32,   103.6251388550,  0.0000000000
   56681264,   0.9390719980,              1,           22534832,    33554432,         64,               19,                      6,                 0,               27,               10,      5,             0,            1,    rtx_index,           32,    84.9057739258, 41.9673408508
